Last Name,First Name,Credit Card Number,Security,Expiration
Perry,Clemens,5348468160880450,772,01-10-2007
Maria,Leach,4539724985656740,118,01-12-2011
Phyllis,Wolf,5163881560534870,353,01-03-2008
Angie,Crawford,4532297443534250,932,01-09-2009
Mary,Crawford,5204054949115600,744,01-12-2009
Douglas,Hathaway,5541851446719830,402,01-05-2008
Benjamin,Daly,4556491519944720,943,01-08-2008
James,Arnold,4716607521677490,972,01-08-2009
Ellis,Fowler,4929332436141660,253,01-02-2009
Amber,Epp,5578098787497600,637,01-06-2009
Evan,Downey,4539776134650990,771,01-09-2010
Alan,Bergquist,4556799023349400,921,01-03-2007
Amanda,Williams,5550368441849600,895,01-04-2010
Carol,Pyatt,4929084746944360,431,01-09-2008
Beverly,Dick,5385441471169890,862,01-02-2008
Lee,Hamm,5188014981228670,801,01-08-2009
Arturo,Armstrong,5412957551388400,65,01-09-2007
Deanna,Bell,5474633760227850,510,01-12-2010
Donald,Lopez,5228465359209910,100,01-07-2009
Jeanette,Levine,4916126372779630,315,01-12-2011
Dana,Koziol,4532472724542860,415,01-04-2011
Ann,Moore,5182370480755890,813,01-03-2010
Jay,Coen,4916733086750220,852,01-10-2010
Amy,Waters,5570518025478850,695,01-03-2011
Amy,May,5440988344042890,34,01-03-2007
Kristina,Robles,4539781511089750,992,01-10-2010
Wendy,Miller,4929794325834680,244,01-02-2011
Merle,Ward,5439493280982720,968,01-06-2011
William,Tolbert,4485949747063020,658,01-02-2010
Karyl,Schwandt,5465765255209270,940,01-11-2009
Tommy,Powell,5526735055205890,587,01-01-2008
Dan,Williams,4929931857272310,344,01-11-2010
Carolyn,Palmer,5299159843182220,420,01-03-2008
Doris,Hoyt,5232330122540150,134,01-09-2008
Joyce,James,5323819146517040,966,01-02-2007
Ann,Cohen,5139374797534500,925,01-12-2010
Jennifer,Hirschman,5344434667844500,609,01-11-2007
Mario,Clyde,5279146485300180,239,01-05-2008
Donald,Fairman,4539102272573950,110,01-03-2011
Ashley,Spears,5428561812115970,502,01-10-2007
Frank,Maynes,5426162032499500,476,01-04-2008
Gary,Cargo,5185419420631030,77,01-07-2009
Michael,Ornelas,4485491230985220,501,01-01-2010
Kevin,Cuellar,5545962599845730,453,01-03-2009
Margaret,Hardin,4556369295174110,522,01-06-2008
Susan,Hampton,4916468538311500,522,01-08-2010
Bertha,Lofton,4716680881192000,882,01-01-2007
Tina,Rentas,5238133154799900,445,01-05-2010
Salvatore,Wimmer,5592979245594060,460,01-07-2011
Latonya,Stevens,5487761645465990,318,01-09-2009
Judith,Colon,5127789426956710,452,01-09-2010
Jena,Riggs,5133367292986090,455,01-10-2009
Brian,Lauritzen,4556218063902080,110,01-08-2009
Christina,Wilcox,4716342872585010,92,01-12-2009
Diane,Timmons,5187736505487190,128,01-10-2007
Suzan,Stapleton,4539923477765540,331,01-01-2011
Jerry,Pelletier,4485626831528110,253,01-07-2011
Ayana,Clark,5418407600592760,265,01-08-2011
Barbara,Rivera,4556880722473290,40,01-08-2008
Mary,Jensen,5147197694398930,550,01-11-2007
Christopher,Olson,5576337914232180,564,01-09-2007
Sharon,Maheu,4916235851395270,804,01-02-2011
Esta,Baker,4916406994637650,218,01-08-2008
Marcia,Gray,4556549343138260,663,01-08-2009
Ronald,Paige,4539072117124900,76,01-08-2007
Robert,Williams,4532569853750410,661,01-04-2009
Raisa,Ladson,5203494330535350,289,01-04-2011
Mary,Messersmith,5221413455452600,676,01-05-2011
Melissa,Gonzales,4485842729414830,775,01-04-2010
Maggie,Keeley,5191574027695070,743,01-09-2007
Winona,Jacobsen,5236972918168800,659,01-05-2007
James,Leslie,5128220288479350,436,01-11-2011
Kenneth,Franco,5574607610139960,45,01-01-2009
Gary,Nestor,4532041336908960,733,01-01-2011
Helen,Campbell,4539824668526610,765,01-07-2008
Rachel,Brown,5594887334495600,269,01-03-2007
Michael,Graham,5162190755499340,237,01-08-2008
Jason,Proctor,4916163415194400,620,01-05-2011
Francisco,Spurlock,5337822552845410,469,01-12-2007
Eugene,Lopez,5100989231757020,938,01-06-2007
Fred,Williams,4929873474151440,655,01-05-2010
Leslie,Morton,5184890718646240,516,01-02-2011
Gordon,Tucker,4539477735640770,988,01-07-2008
Alex,James,4716703962035290,73,01-01-2009
Alexandra,Miller,4532908357673250,284,01-07-2009
Thomas,Harris,5141107001074260,375,01-04-2009
Cynthia,Sullivan,4532523915827490,294,01-06-2009
James,Claycomb,4539911714456480,768,01-01-2010
Maria,Boyd,5162210875220130,479,01-01-2008
Linda,Thigpen,5139039517859710,976,01-01-2007
William,Albertson,4539303150024590,443,01-09-2007
Nora,Kinnear,4539960134390590,170,01-11-2009
Kevin,Mejia,5470124190521000,249,01-07-2007
Rosemary,Larson,4929965354354490,274,01-08-2010
Walter,Rowland,5197606090055700,149,01-11-2011
Christopher,Wescott,4556716288362540,91,01-03-2010
Crystal,Aguilar,4929523502016590,254,01-05-2009
David,Bryan,4716015351496590,88,01-09-2007
Phillip,Collins,4539259740183660,531,01-09-2007
Clare,Snow,5121054571684540,676,01-06-2007
Jaimee,Schaffer,4485551618921740,283,01-09-2010
Marilyn,Mason,5418149026680800,208,01-04-2011
Patricia,Barney,4485975162856800,461,01-07-2007
Nancy,Witten,5232410947816620,544,01-09-2008
Terry,Nelson,4929524533902080,935,01-03-2007
James,Berman,5204391657314220,251,01-09-2009
Fanny,Cordova,4716649934709610,431,01-04-2009
John,Bowman,5367904370308910,120,01-04-2011
Claudia,Pace,5356460827280340,462,01-10-2011
Robert,Garner,4556661246200920,484,01-09-2008
Terry,Anglin,4929380057832090,11,01-11-2010
Christopher,Weldon,5547516760232560,275,01-08-2009
Jimmy,Plowman,4556451114722390,929,01-07-2010
Marjorie,Joseph,5209060883536890,372,01-11-2011
Lamar,Mills,4539088411255040,609,01-01-2008
Stacy,Tindall,5142247017416210,743,01-05-2010
Henry,Robinson,5230508156236090,828,01-12-2010
Anthony,Brewer,5558849611405640,490,01-07-2011
Kurtis,Hafer,5242268676691090,843,01-12-2008
Josephine,Stackpole,4929632294224220,457,01-07-2011
Eugene,Devine,4716729948109330,989,01-08-2011
Valerie,Meza,4556024956132300,959,01-08-2011
Michael,Board,5525638264876660,156,01-11-2007
Travis,Bozek,5497459381846080,940,01-12-2010
Dalton,Carrion,4532574868120020,562,01-02-2010
Dean,Jackson,5378847440294830,997,01-04-2008
Zachary,Channel,4532679962053740,683,01-04-2008
Bessie,Bonner,5387082213596810,537,01-06-2011
David,Lancaster,4532164897908050,575,01-05-2009
Sandy,Humiston,4532561969122750,208,01-02-2008
Dorothy,Butler,5536354787197280,501,01-06-2009
Debra,Heller,4916994918704540,65,01-01-2008
Mary,Ellis,5360489954843440,276,01-07-2008
David,Kohr,4916372301193760,625,01-10-2008
Joan,Salazar,4916867746312880,503,01-12-2007
Robin,Ellis,5395037161613410,906,01-02-2009
Jennifer,Richards,4556355491306450,963,01-02-2011
Jasmin,Wagner,5316392701405940,694,01-01-2011
Flora,Sullivan,4716319286042460,315,01-10-2008
Angie,Sorensen,5518399262973570,986,01-03-2008
Annie,Rhodes,5106233444405240,148,01-11-2010
Truman,Lewis,4716340067168320,350,01-09-2010
Cary,Trevino,4556827077853530,617,01-06-2009
Dan,Jones,5566679339584800,615,01-12-2011
Terry,Black,5373763867121670,731,01-08-2007
Carmen,Blake,5141748127207200,566,01-05-2008
Lorraine,Ewalt,5432180433548180,131,01-11-2011
Daniel,Ortiz,4929745454632460,708,01-04-2010
Christopher,Huber,4916826218905330,149,01-07-2010
James,Casey,5270276262790540,637,01-04-2011
Joshua,Mcgee,5467013226555610,9,01-02-2007
Jarod,Gonzales,5544468490304710,780,01-12-2007
Olivia,Smith,4916588864645020,110,01-02-2011
Nancy,Martinez,4916500032303920,870,01-12-2009
Anne,Dalton,4485663588152170,358,01-03-2007
Sara,Matlock,4716269585493020,450,01-10-2008
Tamara,Maynard,4532694484762350,220,01-03-2008
Blanca,Grant,4716814672054710,63,01-06-2010
Deborah,Houpt,5134273819630060,363,01-03-2007
Teri,Owens,5292932492488100,908,01-05-2008
Jessica,Arceneaux,5419706282990630,152,01-12-2009
James,Tyer,5191746886883580,396,01-10-2008
Ronald,Hibbard,4716844566928140,800,01-06-2011
Lucille,Meyer,4485734455723570,814,01-05-2008
Erik,Martin,5466808027512780,646,01-12-2009
James,Williams,5159668750761850,350,01-03-2011
Pauline,Taylor,4556931188796700,695,01-07-2008
Philip,Rivera,5364537641010190,229,01-12-2008
Keila,Thompson,5253507008229290,419,01-02-2008
John,Hemphill,4539376469657080,855,01-09-2009
John,Sano,4539853828522590,847,01-11-2007
Edward,Stevens,5468425445803660,326,01-11-2011
Malia,Molina,4716007052629050,134,01-08-2011
Jessie,Parker,4539029898127720,70,01-10-2008
Haywood,Graham,5526410796315740,72,01-03-2011
Patrick,Williams,5374100983604010,565,01-07-2007
John,Carpenter,4539204152113150,398,01-06-2009
Marilyn,Combs,5496399990814320,103,01-01-2009
Mary,White,5470167316634930,181,01-03-2011
Kristi,Mcghee,5278015663441250,838,01-09-2007
Gary,Gilbert,5553715656893600,290,01-02-2007
Theresa,Clark,4532480318652830,794,01-03-2010
Brandon,Hampton,5576888632822160,289,01-12-2007
Carol,Soucie,4716616468287820,933,01-12-2008
Maryanne,Dunning,4929162808347020,444,01-09-2009
Melanie,Mullins,5160635046568600,899,01-03-2008
Josephine,Thomas,5287124385765440,591,01-07-2008
Henrietta,Summers,4929770675819210,940,01-01-2007
Donna,Santiago,4532108345961130,325,01-02-2010
Amanda,Walters,4556603633874620,894,01-04-2010
Michael,Courtney,5109396416011010,255,01-07-2009
Bruce,Webb,4532515173043480,899,01-07-2008
Dina,Parnell,5535757788220470,233,01-07-2007
Spencer,Bonner,4485406650490790,616,01-04-2007
Richard,Roman,4485224245749010,529,01-03-2010
Carla,Ash,5566489285357710,607,01-10-2009
William,Benavides,5312718017203830,503,01-03-2009
Lynette,Brittain,4556096301056740,143,01-07-2010
Dominga,Jacoby,5218863439533260,209,01-12-2009
Dorthy,Thorpe,4929259021799910,194,01-04-2011
Edward,Harris,5463181052921210,626,01-10-2009
Christopher,Creek,5258178772974890,391,01-07-2007
Mary,Bail,5581519080007910,260,01-07-2009
Robert,Jeter,4716560225917970,75,01-03-2011
Doyle,Hobby,4556167073484810,419,01-10-2010
Elizabeth,Hawthorne,5586290851160120,155,01-02-2008
Winston,Stapleton,4539269746993800,815,01-09-2010
Shelia,Koga,5447681883838850,609,01-10-2007
Stephen,Boulware,4929544700571420,231,01-03-2009
Tammy,Meadows,4485959764432530,849,01-10-2010
Thomas,Helm,5128135298630760,645,01-06-2010
Miguel,Spinella,5173486853556560,311,01-05-2008
Trena,Yanez,5444432349316930,871,01-07-2008
Sharon,Bartlett,5123444614109510,20,01-11-2008
Lenora,Gilbert,5335371928498760,924,01-11-2010
Raymond,Groves,4485443516090760,398,01-10-2009
Jason,Mckean,4916684205002810,702,01-05-2010
David,Clark,5516795283552400,36,01-04-2011
Sherry,Delrio,4916468149894940,683,01-06-2008
Gerard,Heidel,4716795320579080,54,01-03-2007
Rachel,Cruz,5556016744191590,706,01-05-2007
Jesus,Diaz,5567297141579690,756,01-12-2011
Thomas,Freed,4929651133016780,775,01-07-2009
Carol,Smock,5521082777599890,663,01-04-2010
Gary,Robertson,4556627747792060,51,01-01-2008
Darlene,Setliff,4916742301891700,330,01-05-2009
Norman,Lyons,4485491457906410,954,01-09-2008
Bobby,Carranza,4556523997368770,616,01-06-2011
Jennifer,Jones,4716445252842380,836,01-12-2009
Verna,Kitson,4929054249423320,825,01-05-2007
Francisca,Long,4532633460808930,568,01-02-2007
Jason,Jenkins,4532068706050150,464,01-04-2007
Samuel,Anderson,5578747286509660,290,01-04-2009
Marvin,Baltzell,4929332068610690,64,01-12-2011
Maria,Combest,5482317133852740,394,01-11-2008
Joseph,Hood,5342364048607050,57,01-01-2007
Renee,Cook,4556777442879580,127,01-05-2009
Marty,Mccrae,4485635774500440,379,01-03-2008
Donald,Wilcox,5451058256994120,345,01-05-2010
Sarah,Brooks,4556129764384320,593,01-09-2011
Lindsay,Peck,4532626649683290,229,01-11-2011
Leon,Hill,5397289760063700,432,01-12-2010
Luisa,Plummer,5249747710317180,549,01-09-2007
Donita,Walker,4532266077857150,594,01-01-2009
James,Stack,5436518725069040,643,01-10-2007
Joe,Manhart,5528393609958570,451,01-04-2009
Gordon,Hurley,4716302425919710,228,01-06-2007
Maritza,Helton,5566456090231400,938,01-03-2007
Leslie,Richardson,4532430933088670,288,01-05-2008
Jesse,Mclean,5462929160986910,217,01-07-2009
Aura,Slade,4716925581602000,883,01-05-2010
Jason,Poppe,4539402342611170,707,01-10-2008
Henrietta,Smith,4916512095921890,485,01-06-2008
David,Lopez,5288316936982550,573,01-10-2009
Barbara,Walker,5354594088772760,288,01-09-2007
Jesus,Keele,4916582205903350,930,01-06-2007
Miriam,Ingram,4532910344925760,488,01-09-2010
Michele,Rogers,5566344761728760,828,01-12-2011
Kenneth,Flynn,4532250318369240,565,01-12-2008
Edwin,Easley,5300923456769920,911,01-05-2009
Victoria,Williams,4485698286431550,216,01-09-2011
Jean,Neher,4539017327851590,850,01-12-2007
Kay,Simmons,5537265260354640,746,01-08-2008
Cynthia,Sprenger,5201704888209120,264,01-03-2011
Lucila,Crumpton,4556465682459030,600,01-04-2007
John,Stewart,4716134620792430,928,01-11-2009
Andre,Carlson,4716595407758500,366,01-01-2007
Andy,Williams,4539955083759930,615,01-10-2011
Maria,Walker,5501725227518800,118,01-12-2008
Stephen,Baker,4485516343255290,951,01-11-2009
Esther,Alm,4539090291595370,392,01-09-2008
Paul,Nave,4485690575300390,950,01-05-2007
Michele,Valencia,4916098883859410,966,01-12-2008
Sherman,Rose,4556371278808630,497,01-10-2011
Melinda,Barron,4485226049166790,945,01-12-2009
Jeff,Peters,4716615170954810,582,01-12-2007
Micah,Hering,5324471227353860,79,01-07-2008
Diana,Mccann,5372916786636360,853,01-10-2010
Karen,Scott,5217985361413940,479,01-11-2009
Nancy,Goodwin,4539090474783900,396,01-07-2007
Michael,Hall,4539742040381820,437,01-09-2009
Christopher,Deangelo,5351992483046500,44,01-03-2010
Winston,Gills,4916302231675370,7,01-03-2011
Guy,Spataro,4716849349347580,728,01-01-2008
Cecelia,Ray,5316292547820790,424,01-02-2011
Colette,Mullens,4929072283690310,407,01-05-2011
Steven,Pinson,5213624281148490,552,01-10-2010
Sarah,Clements,5431118782297730,835,01-04-2010
Elaine,Holloway,5393150786253000,920,01-04-2011
Ashley,Tabares,5480642658828240,140,01-04-2010
Regina,Tillman,4539681502432460,834,01-02-2007
Duane,Stephens,5163471131981860,654,01-11-2007
Billie,Deberry,4556113022618710,701,01-02-2009
Jenny,Muldrow,4929834772710850,207,01-05-2007
Philip,Shultz,4485018903401150,857,01-11-2007
Helena,Mcpherson,4929185109390050,578,01-10-2007
Maria,Ford,5240050447192540,446,01-08-2011
Hilda,Foltz,4929991033075040,238,01-12-2009
Loraine,Albro,5481089774301770,52,01-06-2010
Clarence,Potts,4485468373383630,287,01-08-2010
Mack,Miller,5540449227470880,50,01-11-2008
Paul,Earle,4916848241238720,954,01-11-2008
Milton,Goodman,4916393401187140,385,01-11-2010
Nathaniel,Henson,5219324959152950,488,01-10-2010
Susan,Smith,4716910176713520,55,01-09-2007
Abigail,Greer,5192268851288240,578,01-06-2009
Stephanie,Carrell,5538781026527400,865,01-08-2011
Darla,Moss,4532863158837910,972,01-11-2007
Steven,Cooper,5383875698654960,199,01-07-2007
Melvin,Evans,4539251973123390,738,01-12-2009
Joseph,Jones,5288412618853620,661,01-01-2008
Ruth,Slaton,5486675930860370,936,01-02-2011
Elmo,Jones,5181329835970830,486,01-02-2007
Mary,Trower,5585088742779320,786,01-05-2008
Wayne,Mendez,5527625826354280,336,01-07-2009
Dorothy,Giguere,4539627751329150,866,01-07-2007
Herminia,Wilson,4485146266643050,858,01-08-2011
Nickolas,Brown,5596443117910410,871,01-10-2008
Jennifer,Evans,5125917224379130,373,01-11-2011
Frank,Bowley,5287937396455820,343,01-10-2009
Johnny,Wilde,4556903959686220,638,01-01-2008
Steven,Carter,5593755049379280,275,01-09-2007
Aurelio,Granados,4929924851460440,303,01-05-2008
Sydney,Chavez,5514096284025560,787,01-04-2010
Stephanie,Fisher,4929114262924010,189,01-12-2007
Sue,Royster,4716540840337360,129,01-04-2010
Betty,Mitchell,5117676406400180,258,01-07-2008
Stephanie,Juan,4485549508176130,983,01-10-2007
Helen,Snell,5125951604129070,497,01-03-2011
Doug,Wester,5427029850100030,477,01-10-2011
Carolyn,Anderson,5116218941617970,938,01-04-2008
George,Reeves,4929711175439810,62,01-06-2008
James,Lowe,4539432164382550,125,01-02-2009
Gary,Morris,5402040203603830,933,01-09-2010
Cheryl,James,4556283971370430,107,01-10-2010
Paula,Bagwell,4929502672772640,89,01-07-2009
Michael,Mccallister,5143747743502300,516,01-03-2010
John,Rivera,4716807774903240,382,01-12-2009
Santiago,Teeters,5471138892290110,550,01-05-2007
Antonio,Tawney,4716267100051280,159,01-04-2008
Edith,Birt,5400798440778380,860,01-09-2010
Ashley,Applegate,5580399322074550,194,01-10-2008
Nancy,Malone,4539729821178150,342,01-11-2008
Anthony,Hamilton,4716940585762090,793,01-12-2007
Wendy,Jackson,5154473266812820,635,01-08-2009
Kathleen,Barkman,5392818989833330,9,01-02-2008
Lewis,Valentino,4485044988013520,824,01-06-2010
Richard,Mitchell,4532851027733090,533,01-08-2010
Jamie,Simmons,5403883110914600,62,01-06-2011
Mary,Miller,4716061332718200,718,01-10-2010
Sheila,Owens,4716070031648160,225,01-07-2011
Kathy,Bennett,4929258714361450,814,01-06-2009
Richard,Reed,4532285893718290,645,01-08-2007
Albert,Beamer,5562723224420780,849,01-04-2010
Stefanie,Elias,5525787984786750,974,01-12-2010
Cynthia,Kelley,4716338297937090,407,01-05-2010
Gabriel,Furman,4929659081726390,45,01-12-2011
Walter,Allen,5487206025006800,541,01-01-2009
Shane,Barton,5159452277913930,316,01-03-2008
Linda,Moore,5575995116812300,46,01-08-2009
Linda,Hillyard,5337331383950020,688,01-04-2007
John,Mccoy,5401163563111090,493,01-12-2010
Fernando,Warren,4539480242076430,111,01-05-2008
Donna,Stewart,4485280497267250,29,01-04-2010
Arnulfo,Hunter,4485706896119800,77,01-01-2010
Nancy,Medley,5329647617934820,777,01-09-2009
Kelvin,Cornelius,5366379811717540,494,01-06-2009
German,Kibler,4916504635963360,554,01-06-2010
Zachary,Neal,4716196720678870,161,01-12-2010
Barbara,Jimenez,5570292666588810,754,01-02-2009
Melissa,Palmer,4929219024094160,641,01-06-2011
Willie,Lauritzen,4539909369310100,269,01-02-2011
Robert,Smith,5467444904417320,922,01-01-2011
Victor,Carlson,4716579666625730,400,01-01-2011
Charles,Eshleman,5198812702160610,856,01-06-2011
Tim,Noble,5572496183408170,529,01-05-2009
Garry,Ruelas,5475853945643790,47,01-09-2009
Carrie,Hamman,5276852682834390,130,01-03-2007
Gerald,Hamilton,4556362051683870,752,01-01-2011
Allison,Johnson,4929075303146940,701,01-10-2007
Timothy,Stearns,5492040666412230,710,01-06-2008
Anita,Speed,4556679556506000,26,01-08-2011
Aaron,Howell,5180199904263380,465,01-04-2009
Elaine,Horton,4485772489236800,859,01-12-2010
Christian,Little,4556259623062490,87,01-01-2007
Brian,Bradley,5114617334542810,889,01-07-2008
Robert,Taylor,5439661086790130,28,01-10-2009
Ronald,Billings,4532508523767050,204,01-01-2007
John,Zayas,5244529175031490,177,01-10-2010
Alfonso,Graves,5177527992183740,601,01-02-2010
Jerry,Snoddy,5386818628423440,942,01-12-2009
Thomas,Book,5426155484858810,161,01-01-2010
Gerald,Godinez,5301527819895100,442,01-01-2009
Cynthia,Guilford,4929726501213710,981,01-10-2010
Brian,Chipman,5393047457741470,267,01-04-2008
Kelley,Brixey,5573671196984610,965,01-06-2011
Madeline,Cisneros,5567499832558310,728,01-09-2009
Kathleen,Wolfe,4716731605947560,38,01-06-2008
William,Lewis,4485512546650570,32,01-03-2011
Mary,Cotton,5589154997660730,479,01-02-2011
Phyllis,Schexnayder,4716911531258770,676,01-02-2011
Helen,Wysocki,4929581523781770,499,01-12-2009
Stephanie,Lozano,4532601762970620,35,01-10-2007
John,Lorenzo,4929475197807880,872,01-09-2008
Jennifer,Russell,5110344388575030,381,01-01-2009
Jerry,Hyman,4916933282522200,252,01-02-2010
Elnora,Finch,5281150105239940,200,01-12-2009
Michelle,Israel,4532269114424970,729,01-01-2009
Dustin,Whitlow,5433372347474690,721,01-09-2008
Matthew,Stephenson,5280639483543690,793,01-11-2008
William,Fisher,5411133521220960,633,01-01-2011
Tracey,Webb,5388650799129810,443,01-04-2010
Lawrence,Mitchell,5512010972966620,890,01-07-2010
Dawn,Jones,5430277632968440,579,01-12-2011
Amos,Brown,5560030783533420,189,01-03-2007
Angela,Salaam,5375382897530520,210,01-02-2007
Helen,Stringer,5446500232611730,859,01-10-2010
Robin,Marshall,5488943560391490,303,01-04-2008
Michael,Grady,5532863446254580,149,01-12-2011
Clayton,Smith,5382311760846780,211,01-06-2008
Tania,Frank,5237939273160150,551,01-03-2007
Catherine,Butcher,4916194712868100,174,01-11-2008
Particia,Julian,4532082132846570,383,01-01-2011
Jane,Johnson,5102908305129470,726,01-03-2010
Donald,Glass,4929914197801410,640,01-01-2010
Jeffrey,Neal,4556812847740500,384,01-01-2007
Kevin,Lum,4485264805918490,561,01-09-2011
Kerry,Barker,5246800451309760,666,01-01-2007
Judith,Miller,4532687204653840,608,01-08-2009
Bobby,King,4485932561591690,638,01-10-2008
Barbara,Patterson,4916169406732340,529,01-05-2008
George,Johnson,5355242532424440,843,01-08-2009
Donald,Llanos,5195397254063780,379,01-01-2011
David,Comer,5233264963474460,737,01-07-2011
Alice,Melendez,4539049358293740,941,01-04-2007
